Wildcard,File,XPATH
@@NEWAUIP12@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUIP21@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state2_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState2State1
@@NEWAUIMU1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//mean_return_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//MeanReturnState1
@@NEWAUISIGMA1@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//volatility_state1|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//VolatilityState1
@@NEWAUIMU2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//mean_return_state2|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//MeanReturnState2
@@NEWAUISIGMA2@@,NewCalibFile,//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//probability_state1_state2|//Model[ModelID=//Model[Name='Australian Infrastructure']//volatility_model_id|//Model[Name='Australian Infrastructure']//VolatilityModelId]//ProbabilityState1State2
@@OLDAUIY0@@,OldCalibFile,
@@OLDAUIYMU@@,OldCalibFile,
@@OLDAUIYALPHA@@,OldCalibFile,
@@OLDAUIYSIGMA@@,OldCalibFile,
@@NEWAUIY0@@,NewCalibFile,
@@NEWAUIYMU@@,NewCalibFile,
@@NEWAUIYALPHA@@,NewCalibFile,
@@NEWAUIYSIGMA@@,NewCalibFile,
@@OLDAUI1_5@@,OutputChartFile,OldAuInf[1|1]
@@OLDAUI1_25@@,OutputChartFile,OldAuInf[2|1]
@@OLDAUI1_50@@,OutputChartFile,OldAuInf[3|1]
@@OLDAUI1_75@@,OutputChartFile,OldAuInf[4|1]
@@OLDAUI1_95@@,OutputChartFile,OldAuInf[5|1]
@@OLDAUI1_MU@@,OutputChartFile,OldAuInf[6|1]
@@OLDAUI1_VOL@@,OutputChartFile,OldAuInf[7|1]
@@OLDAUI5_5@@,OutputChartFile,OldAuInf[1|5]
@@OLDAUI5_25@@,OutputChartFile,OldAuInf[2|5]
@@OLDAUI5_50@@,OutputChartFile,OldAuInf[3|5]
@@OLDAUI5_75@@,OutputChartFile,OldAuInf[4|5]
@@OLDAUI5_95@@,OutputChartFile,OldAuInf[5|5]
@@OLDAUI5_MU@@,OutputChartFile,OldAuInf[6|5]
@@OLDAUI5_VOL@@,OutputChartFile,OldAuInf[7|5]
@@OLDAUI10_5@@,OutputChartFile,OldAuInf[1|10]
@@OLDAUI10_25@@,OutputChartFile,OldAuInf[2|10]
@@OLDAUI10_50@@,OutputChartFile,OldAuInf[3|10]
@@OLDAUI10_75@@,OutputChartFile,OldAuInf[4|10]
@@OLDAUI10_95@@,OutputChartFile,OldAuInf[5|10]
@@OLDAUI10_MU@@,OutputChartFile,OldAuInf[6|10]
@@OLDAUI10_VOL@@,OutputChartFile,OldAuInf[7|10]
@@OLDAUI15_5@@,OutputChartFile,OldAuInf[1|15]
@@OLDAUI15_25@@,OutputChartFile,OldAuInf[2|15]
@@OLDAUI15_50@@,OutputChartFile,OldAuInf[3|15]
@@OLDAUI15_75@@,OutputChartFile,OldAuInf[4|15]
@@OLDAUI15_95@@,OutputChartFile,OldAuInf[5|15]
@@OLDAUI15_MU@@,OutputChartFile,OldAuInf[6|15]
@@OLDAUI15_VOL@@,OutputChartFile,OldAuInf[7|15]
@@OLDAUI25_5@@,OutputChartFile,OldAuInf[1|25]
@@OLDAUI25_25@@,OutputChartFile,OldAuInf[2|25]
@@OLDAUI25_50@@,OutputChartFile,OldAuInf[3|25]
@@OLDAUI25_75@@,OutputChartFile,OldAuInf[4|25]
@@OLDAUI25_95@@,OutputChartFile,OldAuInf[5|25]
@@OLDAUI25_MU@@,OutputChartFile,OldAuInf[6|25]
@@OLDAUI25_VOL@@,OutputChartFile,OldAuInf[7|25]
@@OLDAUI30_5@@,OutputChartFile,OldAuInf[1|30]
@@OLDAUI30_25@@,OutputChartFile,OldAuInf[2|30]
@@OLDAUI30_50@@,OutputChartFile,OldAuInf[3|30]
@@OLDAUI30_75@@,OutputChartFile,OldAuInf[4|30]
@@OLDAUI30_95@@,OutputChartFile,OldAuInf[5|30]
@@OLDAUI30_MU@@,OutputChartFile,OldAuInf[6|30]
@@OLDAUI30_VOL@@,OutputChartFile,OldAuInf[7|30]
@@NEWAUI1_5@@,OutputChartFile,NewAuInf[1|1]
@@NEWAUI1_25@@,OutputChartFile,NewAuInf[2|1]
@@NEWAUI1_50@@,OutputChartFile,NewAuInf[3|1]
@@NEWAUI1_75@@,OutputChartFile,NewAuInf[4|1]
@@NEWAUI1_95@@,OutputChartFile,NewAuInf[5|1]
@@NEWAUI1_MU@@,OutputChartFile,NewAuInf[6|1]
@@NEWAUI1_VOL@@,OutputChartFile,NewAuInf[7|1]
@@NEWAUI5_5@@,OutputChartFile,NewAuInf[1|5]
@@NEWAUI5_25@@,OutputChartFile,NewAuInf[2|5]
@@NEWAUI5_50@@,OutputChartFile,NewAuInf[3|5]
@@NEWAUI5_75@@,OutputChartFile,NewAuInf[4|5]
@@NEWAUI5_95@@,OutputChartFile,NewAuInf[5|5]
@@NEWAUI5_MU@@,OutputChartFile,NewAuInf[6|5]
@@NEWAUI5_VOL@@,OutputChartFile,NewAuInf[7|5]
@@NEWAUI10_5@@,OutputChartFile,NewAuInf[1|10]
@@NEWAUI10_25@@,OutputChartFile,NewAuInf[2|10]
@@NEWAUI10_50@@,OutputChartFile,NewAuInf[3|10]
@@NEWAUI10_75@@,OutputChartFile,NewAuInf[4|10]
@@NEWAUI10_95@@,OutputChartFile,NewAuInf[5|10]
@@NEWAUI10_MU@@,OutputChartFile,NewAuInf[6|10]
@@NEWAUI10_VOL@@,OutputChartFile,NewAuInf[7|10]
@@NEWAUI15_5@@,OutputChartFile,NewAuInf[1|15]
@@NEWAUI15_25@@,OutputChartFile,NewAuInf[2|15]
@@NEWAUI15_50@@,OutputChartFile,NewAuInf[3|15]
@@NEWAUI15_75@@,OutputChartFile,NewAuInf[4|15]
@@NEWAUI15_95@@,OutputChartFile,NewAuInf[5|15]
@@NEWAUI15_MU@@,OutputChartFile,NewAuInf[6|15]
@@NEWAUI15_VOL@@,OutputChartFile,NewAuInf[7|15]
@@NEWAUI25_5@@,OutputChartFile,NewAuInf[1|25]
@@NEWAUI25_25@@,OutputChartFile,NewAuInf[2|25]
@@NEWAUI25_50@@,OutputChartFile,NewAuInf[3|25]
@@NEWAUI25_75@@,OutputChartFile,NewAuInf[4|25]
@@NEWAUI25_95@@,OutputChartFile,NewAuInf[5|25]
@@NEWAUI25_MU@@,OutputChartFile,NewAuInf[6|25]
@@NEWAUI25_VOL@@,OutputChartFile,NewAuInf[7|25]
@@NEWAUI30_5@@,OutputChartFile,NewAuInf[1|30]
@@NEWAUI30_25@@,OutputChartFile,NewAuInf[2|30]
@@NEWAUI30_50@@,OutputChartFile,NewAuInf[3|30]
@@NEWAUI30_75@@,OutputChartFile,NewAuInf[4|30]
@@NEWAUI30_95@@,OutputChartFile,NewAuInf[5|30]
@@NEWAUI30_MU@@,OutputChartFile,NewAuInf[6|30]
@@NEWAUI30_VOL@@,OutputChartFile,NewAuInf[7|30]
@@OLDAUIPERCENTILE@@,,
@@OLDAUIHIST@@,,
@@NEWAUIPERCENTILE@@,,
@@NEWAUIHIST@@,,
